filename,country,iso,lat,lng
1fcb4a43864244259b7d8f4a00f1e475.jpg,Turkey,TR,40.11229,38.304629
742f45b0211c44ffb19ad84931ea519c.jpg,France,FR,48.094103,-1.994316
152a13ef249d4efa95c51ed93f026284.jpg,Turkey,TR,41.324741,27.961821
81ce4a88bff14fef8420bca42019b12b.jpg,France,FR,47.585855,-2.971004
6fbcfe523e1349759e6060d632d52e54.jpg,United_Kingdom,GB,55.698094,-4.305315
1b1ed3b270c440f78ec086bc0e47fc18.jpg,Germany,DE,50.49465,12.382914
9c27b34830fb419fafb6045c2760905d.jpg,Iceland,IS,66.565602,-18.019812
f293520df78b447f9a257758085f6c7f.jpg,France,FR,45.693571,2.10451
0b85e0ac01e54275ae9a23ea5b3bafd0.jpg,Turkey,TR,37.602148,34.742611
2823d639ecf64bafa4c2e81913998f3c.jpg,Italy,IT,43.580081,13.517412
9a127c97b126405f849b93de26f09ef4.jpg,Germany,DE,51.830832,6.669022
66ca54008894487b9f1bd0750fbbe8c1.jpg,Poland,PL,53.274467,22.617074
30c106b2bc774bddb44de055a5f62e4b.jpg,Poland,PL,53.518461,18.9922
08a1b11bac72440fb9b90fe46bae9eaa.jpg,Italy,IT,45.820641,9.265958
c5b522171aaf42d68344b21452036a4d.jpg,Spain,ES,41.981803,3.022095
f2143fba6b1e41cebc8878d691f6c980.jpg,Italy,IT,40.954166,8.872973
c8e2d3727997453181a10e319536ccc3.jpg,Spain,ES,39.661345,-2.371593
951874f379e54813a5f837d02e584c3c.jpg,Spain,ES,36.709956,-2.804122
844e9170c833486b8996728338e491de.jpg,Iceland,IS,65.676264,-16.782004
7bb617f7830a4c31a16171939156a9f9.jpg,Iceland,IS,66.106256,-18.819939
59b7d847368f40a3900d191183199310.jpg,France,FR,45.519761,2.603041
c9d6034ea34a4156babe69e2264d6021.jpg,Belarus,BY,55.161528,27.130061
be1a0ce4f5e24652983b03b21168aae7.jpg,Spain,ES,38.143325,-0.934572
e734af15ea2b4d289c33e9cb535ce1a7.jpg,Spain,ES,39.999973,3.850715
4d3873971091447a8fca1690e98a0b72.jpg,Sweden,SE,65.857314,23.60278
a684ba94b74b4ce3a27eff895e6d77d4.jpg,Iceland,IS,65.610774,-23.209587
34451a545ae6436094522677baeb1dd4.jpg,Spain,ES,28.074514,-14.424764
5da29389ce664f059ad6fe3f798c722c.jpg,Finland,FI,66.896565,28.772585
cb4c6f59930b40aaba748e83a0ce5a17.jpg,Germany,DE,51.46145,11.024036
abd96472513144c29bfde49d1c631949.jpg,Poland,PL,51.024972,16.210393
3061d64c3bf84593bb385ad3ce16ef31.jpg,Italy,IT,44.577141,8.787369
f73b704e187845ecb5a1d3bc921dcce9.jpg,Norway,NO,59.71341,7.576165
12300aa85851487ab61580acf2aff771.jpg,France,FR,44.483317,-1.075284
9b420012c8a346ddbeb1b79954bc71c3.jpg,Poland,PL,50.565075,18.543061
558cbecbcc414c8e93b4934749c76755.jpg,Iceland,IS,63.864834,-21.880357
09ab623506714b35b0e245b9e463e7ce.jpg,Turkey,TR,38.9507,27.836685
f86c72cf7ea44675a0b721b82d47a974.jpg,Norway,NO,66.731232,16.010638
31802f84c62643178be84c035ca48d50.jpg,Finland,FI,68.097726,25.459562
074e0107c6134324996ba19db1f381fe.jpg,United_Kingdom,GB,52.916378,-1.120093
b7c3b72928c549fb8a54cb02bd8c211f.jpg,Turkey,TR,40.627886,30.331917
c6666f8af6fc4494ac76a4f1151ba4c0.jpg,Germany,DE,50.824073,11.423585
35f0fd4b5f5f4ecb935614b8ad440abe.jpg,Turkey,TR,40.124544,43.629412
892b5d598fab44dd8b2c7e4e16a55913.jpg,France,FR,49.111249,5.115409
89ded064137a469a8ea76b8874e65a0e.jpg,Poland,PL,51.768065,17.709702
e6408bfe9d154277ab314687e8cf6737.jpg,Turkey,TR,37.333767,40.772906
9f5123170fd24e5abff7d76ba7b599a1.jpg,United_Kingdom,GB,55.910305,-4.510753
f9ac874273344ef8980853e9b4f0717c.jpg,Sweden,SE,57.51573,18.373488
d4214a21a4da40a99f7c82bfce835ba1.jpg,Belarus,BY,52.278918,31.085183
6138248961fc4a678b12e47fcbe48a15.jpg,Norway,NO,63.101947,9.398528
b332c24038a0496c9646ef51b4181e5f.jpg,Turkey,TR,40.287944,30.024419
ce526ae1f9694498b74677760fd87aac.jpg,France,FR,48.36631,7.41699
5a7728c4257c4c29858bf518bd234046.jpg,Germany,DE,51.228503,12.750939
546fd8bdaedc4a1e8d3fff1768e25c90.jpg,United_Kingdom,GB,52.559354,-1.871884
69c1fbe3ae0c4b3792f28416620bead2.jpg,Finland,FI,64.532596,29.005045
1cf2b784cbbb4f2aa7128289579c4b82.jpg,Belarus,BY,53.48928,31.125004
d89b28fc02064353bc8483ebb7d870fa.jpg,Finland,FI,61.977189,23.64588
9537564c87a94e0d9ac1b81652958b11.jpg,Germany,DE,51.174762,7.779689
0624ee02a5c14611b46408895b981c43.jpg,Italy,IT,42.698332,13.117884
853fd1ddac47451e802c18da126365ec.jpg,Finland,FI,62.448502,29.96097
