filename,country,iso,lat,lng
589d88448bc74539bae710570c2cb468.jpg,Belarus,BY,55.912787,28.64226
bfc37dedee8444859a55620884307adf.jpg,Belarus,BY,55.769048,28.604265
115f30c50e2b435e83b173910724ee17.jpg,Belarus,BY,55.774583,28.604109
a2c61108b94c49ea84dd7fb53f5c12dd.jpg,Belarus,BY,55.814003,28.602072
27f81a724d4e44868cfb2f8738cc71b8.jpg,Belarus,BY,55.905667,28.631758
b2822f3c42ea46d89260ea1ce714c163.jpg,Belarus,BY,55.889598,28.534682
b361d4aecb45439e8cdbf696671b0aa3.jpg,Belarus,BY,56.027971,28.372816
f4c672f1ae8d451eb8f4982cb480bca4.jpg,Belarus,BY,55.824072,28.609025
f4b7c9e6f6334b269e9d5dd2f460c6de.jpg,Belarus,BY,55.661182,28.366563
9c49f6359ec54d1ba263acf11d474a3f.jpg,Belarus,BY,55.959831,28.646283
ec0d6c9a750243ef8aedc2611d3b9527.jpg,Belarus,BY,55.900901,28.624499
3e233cfc6d654071a335a0e8a9610a55.jpg,Belarus,BY,56.030857,28.69149
b5d7324e036a41c6b6d92290e38da628.jpg,Belarus,BY,55.888191,28.605694
3c4d8402ce24423b9ddd39e5b62e00ff.jpg,Belarus,BY,55.77185,28.605137
554d10314c934eb19668d3779390f62a.jpg,Belarus,BY,55.992684,28.646943
c8cead672fe243ec8b4ddebb58cf5710.jpg,Belarus,BY,55.719023,28.244802
b7221be5c4e149d48ae34f7b73491b50.jpg,Belarus,BY,56.028425,28.326887
c4a1464c9aa84587b52721b11b2bbc15.jpg,Belarus,BY,55.997854,28.645426
3d9f3345c11b4a8b86b0bc1a82577329.jpg,Belarus,BY,56.028141,28.370143
c49dc5c58b2545229ce61f9d7f493b3a.jpg,Belarus,BY,55.926252,28.647646
d5024a253c0344359b198c83afde373b.jpg,Belarus,BY,55.782069,28.600845
2e34a356599f48d3ad47d39df61155af.jpg,Belarus,BY,55.862421,28.605279
17f7424b77644c64bf39b76d5ff05bc2.jpg,Belarus,BY,56.027649,28.378369
125025af89764fe79a525415e1e48b1a.jpg,Belarus,BY,56.027343,28.347565
94d1091a3ec243aeb22e643cc8db9c54.jpg,Belarus,BY,55.706538,28.262722
02dce6ff9a0a49fd8c970a1197095ced.jpg,Belarus,BY,55.780868,28.601226
0ddfc9865f7f45aa8648ed8d2ea8cda6.jpg,Belarus,BY,55.59862,28.659509
bcde4965e211444091d6e0b2f00d019a.jpg,Belarus,BY,55.781766,28.600869
5f071cd179d346969e775b8440ae25f7.jpg,Belarus,BY,56.015009,28.652042
ecfaab28a2bd4e788ea0d61b7d1f13de.jpg,Belarus,BY,55.617381,28.64715
cd2f4c4918cf45eeab969880d3954521.jpg,Belarus,BY,55.954649,28.647406
4a0d8378f5974233bd0bf4252c80789c.jpg,Belarus,BY,55.842148,28.608072
17ecac0ea05d4495b6a4f01072699fb4.jpg,Belarus,BY,55.933738,28.650292
379e23197c4a4a38973ca76bc02dbdc7.jpg,Belarus,BY,55.656174,28.615098
ae789be49b93430793afe3f12c79b883.jpg,Belarus,BY,55.91802,28.644719
8d14d9d5ec04444294f095decf1a61d0.jpg,Belarus,BY,55.866851,28.605033
5123e246fcb64b9d9a1bb6baa2ca2f6e.jpg,Belarus,BY,55.717488,28.585856
65377aca196946a7a9c2529e7595bedb.jpg,Belarus,BY,55.896482,28.617981
ce88d4488a9943febed9a71065c740f1.jpg,Belarus,BY,55.978685,28.646452
7a19f501deaf434e9ca139167c0609a6.jpg,Belarus,BY,55.774632,28.603931
7400642df39e4f1e9303664bef18f640.jpg,Belarus,BY,56.028255,28.367618
5b7672710a27499787f7b016efa7f4c8.jpg,Belarus,BY,56.002339,28.64517
ee4938a137124097864cfde8b2bbac50.jpg,Belarus,BY,56.002778,28.645259
312bfc6e809b4fbdaf7c8247eb8bd89c.jpg,Belarus,BY,55.858154,28.605743
9f5ff1ece4bf49a4bf5077bc6a40289d.jpg,Belarus,BY,55.814841,28.602642
b27e97e47ad04d9ba3ff9aa2dd5bf6b8.jpg,Belarus,BY,55.887978,28.546971
cac003c3e5cb4f2989c2954de43ea239.jpg,Belarus,BY,55.839809,28.608745
4c010f7b36e44c2b82169d92cd561659.jpg,Belarus,BY,55.77786,28.602544
fc722dbdfec24e5287331fd22ee2e345.jpg,Belarus,BY,55.92554,28.647401
3a51900beb064df8868381195855dd38.jpg,Belarus,BY,55.740606,28.592215
98cce45934b94f738b0be72b470a12e8.jpg,Belarus,BY,56.027359,28.354016
a071ff25acfc4457b93091e0ce8ffbe7.jpg,Belarus,BY,56.033711,28.376573
4cc5ac3cf5ec48899032f0f32f41710c.jpg,Belarus,BY,55.707782,28.450978
2a776375956b4b739626b14608a40a54.jpg,Belarus,BY,55.845742,28.607153
7c6198e1046d43c79f20e6bacf13f12c.jpg,Belarus,BY,55.966783,28.646306
d219dd4c3ac64dd78022433cb170d6b2.jpg,Belarus,BY,55.767992,27.963082
e04541d63e5b44c0a136f4c5b77e1ab3.jpg,Belarus,BY,55.615416,28.28619
d531c0f33de94a0f9eae1f713b983e2e.jpg,Belarus,BY,55.617705,28.271003
aa20a95148ca4acdb73ee4b42b257abb.jpg,Belarus,BY,55.607787,28.311598
36685b1e29e647399a87dbdf235f0156.jpg,Belarus,BY,55.774886,27.965713
60fb598262a74af387a5a1c39a3e0b5a.jpg,Belarus,BY,55.618486,28.426372
ff10123e1b2a4f1e8493d35e117f1c24.jpg,Belarus,BY,55.665773,28.210474
