filename,country,iso,lat,lng
7a19f501deaf434e9ca139167c0609a6.jpg,Belarus,BY,55.774632,28.603931
4e84ada1e5f548998c9fd37cd4ed42f7.jpg,Germany,DE,48.754269,12.987729
4450be5e31ac498498939b5de9af430b.jpg,Sweden,SE,61.104801,13.30346
732164230f1440e19bf10b883c5d3e25.jpg,Finland,FI,65.415062,25.385858
83015a43ad144f47ba26fe5e68ad3e3d.jpg,Turkey,TR,39.936478,32.787185
bb9571c6312648f6b124546f34042369.jpg,Norway,NO,66.690785,15.429968
0bbdfe3584c24a4692f7784ab59d9d6e.jpg,Norway,NO,60.276865,6.375572
9d67ba7244f7443997f595001c4d3aac.jpg,Poland,PL,52.404748,20.329306
8de8c8ed6fb84d7f918ef93e815b23cc.jpg,Poland,PL,53.350906,16.431747
976f9965ef2f4fa88a698c3373febf6e.jpg,Turkey,TR,40.230588,34.767729
bbb0b81d5f6243059c1807ada45b05fb.jpg,Turkey,TR,41.188229,26.664603
65f1a2b2b68f4805b4081a759a550fcb.jpg,Turkey,TR,36.215241,29.649751
8d0d9d823dcb462da8a730c5e95f07c2.jpg,Finland,FI,62.926919,25.810572
6bd3fca2408944729264714fd6c67fc1.jpg,Poland,PL,53.608257,15.107757
2d9bb618cb0a438b8c29377780587ee0.jpg,Italy,IT,43.156989,11.752249
b04f4ef8a98c4c18ba49962ea4bc077e.jpg,Italy,IT,42.163085,11.764379
e0d150f78c2c457895a733259eeb1176.jpg,Spain,ES,28.974354,-13.748667
248a3c69324744ab81e27e9a2b2b6edc.jpg,United_Kingdom,GB,55.990318,-4.377836
b71d57ce2b274bca939b4284bb24aca7.jpg,France,FR,46.870227,4.572111
ae2371b16a6349c4a035f42799e4107f.jpg,Poland,PL,52.788137,14.489191
b6ade67148354cf281811b9daa4a5c9d.jpg,Germany,DE,49.520647,7.675764
bc5e62f2e5f74a929ce6bebee31de457.jpg,Sweden,SE,66.686073,19.830746
f791354e5bbe40cfb16d222fb2a24374.jpg,Germany,DE,54.377429,8.729493
cfd9f5c9f56a4676a17de1f0318be452.jpg,Poland,PL,51.314027,15.585624
16f4e6edcbc64163a304f63ac52e5ed3.jpg,Turkey,TR,36.145029,33.322853
62627e5d49a7453c8f307656b79b18a4.jpg,Spain,ES,43.064829,-4.784311
116bd37950a64df3ba4d15fceb88f807.jpg,Iceland,IS,63.984565,-16.874918
7aab24a806a7465a84dd72f2ad9178d3.jpg,Turkey,TR,37.010926,28.340427
97e3289c30554c899b2e551a68700307.jpg,Spain,ES,41.208792,-3.973133
6e0899342e6d4a4182b6ccdb3e6e8f2f.jpg,Spain,ES,37.634291,-1.058203
c2e5cdec00cc464cb75cd51336a96a1f.jpg,Italy,IT,43.028617,12.89218
a1d72c6f07174c3cac8630978c1b11a2.jpg,Turkey,TR,40.307029,40.120247
89383ab8d73149239deaa8fcab831c0d.jpg,Iceland,IS,63.943798,-16.801992
be67600d19f04a5095d852597f66cfb2.jpg,Italy,IT,37.718488,14.038213
c6e612672aa840f882433e9940343d2f.jpg,France,FR,43.387337,0.071518
c4cf0ac195ae4ef5915a84af105da4f9.jpg,Sweden,SE,68.247748,19.517819
224f48e8c71d45e0b91f8c5bca1916f0.jpg,Germany,DE,50.891208,8.276213
1bbf4ed3565c47c1838e761a1df30d31.jpg,Poland,PL,49.876104,20.242047
4941b3c402a54622ae22e8a0fa376d65.jpg,Germany,DE,50.158089,6.643577
8cedf59b490e49de9fc1c8270055db8d.jpg,Spain,ES,40.121653,-0.741161
9c12836067404d3dbe39ccd1536407aa.jpg,France,FR,48.553248,-4.699288
9da9b201b2e0400d8c6c39340d500b62.jpg,Sweden,SE,60.0019,17.515881
512bd6f1e419482fa0a7ce92891ad07c.jpg,Poland,PL,53.602737,17.182047
5e23c18b9e0c4bffaec22b1fb908ea5c.jpg,Finland,FI,62.890427,21.724026
d709601a4d6d40afacd53341fd963446.jpg,Poland,PL,54.039116,19.90708
44a84f764bcf497e9568bc46405bd48b.jpg,Iceland,IS,63.964324,-16.860967
0633facd400744aeb92838d25f93c8e9.jpg,Italy,IT,45.848418,11.935953
f42c28eecb1b44089d84abc483444f66.jpg,Poland,PL,49.724352,22.049223
ca513086e1cc42c79f81dcf4cc1e7861.jpg,Norway,NO,69.734709,29.82554
e176ef04f3d84676a6541d1f61ed62d8.jpg,United_Kingdom,GB,57.557305,-3.001711
0c24eeb0af0d47e0a4f93eaa0f4a9537.jpg,Belarus,BY,54.144518,26.462357
7da171414380419eaa39945e62dff419.jpg,Sweden,SE,66.574306,19.957606
dc4ac182db1d4169a1f01c2c902406b3.jpg,Poland,PL,51.968555,20.950895
cecc440f3e144a3ab90c63bf9d68ba30.jpg,Poland,PL,53.372913,21.292822
87e0f862bb4d4bbda443ea27beab015a.jpg,France,FR,45.69699,5.178455
9e9e4e3d2a934b8c80b8728c2f5881ba.jpg,Italy,IT,38.064483,12.682903
93496687c26f46a5b30e7a55cf2f14a5.jpg,Finland,FI,66.862371,28.720318
60d6a53247c04189aeba0a3246631473.jpg,United_Kingdom,GB,57.156151,-3.879499
59870f0241e84da78a677b2f5038664a.jpg,United_Kingdom,GB,50.288091,-3.701623
35e90275e2e9419db173925f3a90bdf6.jpg,Germany,DE,48.051635,12.119969
e6048e1c5c6148b594abef0b0e7b7a8f.jpg,Iceland,IS,65.248194,-14.356785
e0b5cb0b545b4eaf86fb642b52bd2ac1.jpg,Spain,ES,43.651568,-7.600131
ef7af9833b4344e7842ee968081600b4.jpg,Sweden,SE,57.069847,12.509087
9bf80380f1764083a7844d1fa30d3aa4.jpg,Norway,NO,65.085325,13.325799
93b7e1adfe2e4967a4420da33a7a939a.jpg,France,FR,46.182598,2.083808
0d3cf4a38f3a45008a4ac6d8ccdc10fa.jpg,United_Kingdom,GB,54.419356,-3.080131
b74df949dfc8464d92b4bd422905e8ef.jpg,Turkey,TR,36.674129,29.13136
689ba8f39fc446beb3e8463e638bc953.jpg,Norway,NO,67.069381,15.382024
b5589545e226408984dd4e61885fd7be.jpg,Sweden,SE,64.154832,17.862405
f398218b91ef42ff97cd009c161f9c39.jpg,Finland,FI,63.141583,29.535689
e6c4ad8b0e784f419b5e6f47c755bb8f.jpg,Poland,PL,52.331743,18.299378
0b4fb2c121ac479497f640a063c833c4.jpg,Iceland,IS,64.256819,-21.368206
54c0a2fdc7e5466b9aed3bd2e351b5f2.jpg,Spain,ES,39.548292,-0.442968
87051d18f4d043f3ab592226b89b60c4.jpg,Norway,NO,62.903278,7.482746
29f561e3ac4640b39a9a5e4b2b4f7b21.jpg,Belarus,BY,54.501975,27.159349
3e90622789ed4b128cdde6a9ee9307b0.jpg,Norway,NO,64.103934,11.54029
e6abc0e3618e489b8a4dba143a2a4e43.jpg,Norway,NO,69.295155,15.994477
0dc41582c308419d9c2247fa71e2ffd1.jpg,Turkey,TR,40.993334,37.875734
4cc61e1206c64ab196827dd2e04ab284.jpg,Turkey,TR,41.494109,27.885843
07e2268d364549ec9c2c93b77d88c87b.jpg,United_Kingdom,GB,57.386212,-4.696607
a1c1088145074f6aa6af1c89a0f74f3e.jpg,France,FR,43.185393,6.472581
3575ebc3c7c2463da8fd9e5b472da6f3.jpg,Spain,ES,39.703891,3.087014
b88cb6c9c84549c69a17ea5193cca448.jpg,Spain,ES,43.412151,-5.207642
c17bc827f8944ac498a5687e2796fb94.jpg,Spain,ES,28.075177,-14.495811
5bc76ee9a12a4dfb8bfcf8b86eac7f9e.jpg,Italy,IT,39.654097,15.837828
903137938dc5415589f45447bde1c500.jpg,Sweden,SE,64.121547,15.288088
d817693a475b432f9d3761351d2dbb20.jpg,Finland,FI,66.752272,25.446638
cc24bb56a6484ee8801e718a35f8bf03.jpg,Belarus,BY,53.60858,30.387285
413609e69ff44aa7a2cd7f1c27cb7aab.jpg,Norway,NO,69.376497,24.057266
60638e55d5a84d7199ec4c9058829557.jpg,Germany,DE,53.488028,8.482683
f10fb1e1fc3b4a2c8fa2482edd58d8c4.jpg,Iceland,IS,65.807262,-19.323321
e2aa08cced0248d5b00f9c2c09348995.jpg,Norway,NO,59.755303,10.569453
6028864566084c35b12666b511a7c50b.jpg,Spain,ES,36.853029,-4.445483
2c043af82542433e8390aa3757b8c4dc.jpg,Turkey,TR,36.850482,30.839899
756302dd6cda418c8d4cd2ddc94bef77.jpg,Norway,NO,61.857906,6.203139
20969e6283e5445084dc090ffa71a82e.jpg,Italy,IT,40.304398,18.216747
