filename,country,iso,lat,lng,fold
1db0d2ebba654419a77bb8d97b0b7367.jpg,Turkey,TR,39.794864,42.554342,0
6b98f3cd5dfc4b9f88767477de1775e6.jpg,Turkey,TR,39.771982,42.776448,1
dc9f02d61e5b45689968e4bc6368f516.jpg,Turkey,TR,36.996556,30.16285,2
b5ff495de48d472b820f59859be5a1cc.jpg,Turkey,TR,40.384961,39.71299,3
3a44efcab3ad4bfb8971fcdb8ed07f12.jpg,Turkey,TR,40.471631,43.327216,4
964e4567ed49467880dd19f021ecd233.jpg,Turkey,TR,38.236855,35.095871,0
534e3b762fbc4e119b81899799f74650.jpg,Turkey,TR,37.28934,40.712616,1
1678b8ac281543f39d1d60eaf8fb39b9.jpg,Turkey,TR,39.474552,33.536262,2
6d41bd32866c41f28803aae54174549e.jpg,Turkey,TR,40.880918,37.762452,3
e57c5807e6084ce0ac15ee24b3b43381.jpg,Turkey,TR,38.554539,28.061923,4
b74df949dfc8464d92b4bd422905e8ef.jpg,Turkey,TR,36.674129,29.13136,0
d45ec253f39245d18958764f9f43302f.jpg,Turkey,TR,37.571929,41.384092,1
45bb52d6b260450db5f5d48db5194e13.jpg,Turkey,TR,38.528378,35.526618,2
51d6b488912542bc88d3420fad79a5e8.jpg,Turkey,TR,37.058975,35.77008,3
638b570d219d4978bcac659b4ceec6b1.jpg,Turkey,TR,38.951585,37.547606,4
5250d40ddca548f0b496fbabf58ceb42.jpg,Turkey,TR,40.910299,35.638072,0
671d4f92f9df4a99a04461e6cfd30a08.jpg,Turkey,TR,39.872539,40.645649,1
9d6f56c57bed45c2a668fe8a3b25a5b5.jpg,Turkey,TR,38.424074,42.125946,2
3f7be1ca40924325a132f4141fc133ab.jpg,Turkey,TR,40.095731,38.404532,3
882e9df534454c4e88b71939831296af.jpg,Turkey,TR,37.712231,39.280617,4
55e88598998641e0914d59486f6627e6.jpg,Turkey,TR,38.946792,36.044773,0
92936f82c41a47d0b5e5e8cac3ee721c.jpg,Turkey,TR,39.550074,33.220289,1
cfde970c09b44f7ea00fb1827e1d27e7.jpg,Turkey,TR,39.554468,43.90872,2
2a9d1c84e9a7429fa903053ff4fb1a85.jpg,Turkey,TR,38.080832,30.26445,3
bc2cbec2fdf64886a95e00308fb293ac.jpg,Turkey,TR,41.016651,39.201942,4
f88740772b5646249eb73153e0c3bf21.jpg,Turkey,TR,38.199255,30.054815,0
94846ad68a854084921f54f59aac065f.jpg,Turkey,TR,37.307217,30.376006,1
6fb229007756437082764666ba72b18d.jpg,Turkey,TR,39.52427,31.13215,2
613b2401572e4516b7be4a826b3c4cdd.jpg,Turkey,TR,39.208583,33.072174,3
dd461b890e7b43d5833acc6efe774b57.jpg,Turkey,TR,37.212149,40.085185,4
9e4508b519664970b02142a992cc8024.jpg,Turkey,TR,40.989609,38.779097,0
63b4ca099ee846d3935c23de9e003bd3.jpg,Turkey,TR,36.406902,33.810349,1
da074789289b4069a34ecb99875456b7.jpg,Turkey,TR,39.656469,34.536289,2
1de6ad5312124fb8bf743b3d25df4f97.jpg,Turkey,TR,36.81889,35.586553,3
a1e83fd898564579aff9a51abb432459.jpg,Turkey,TR,39.593058,39.871287,4
ecd4accc5e81420fa3b5f32e388a9f17.jpg,Turkey,TR,37.361268,40.852115,0
e4c829e6319d40deafd9855e33da7d68.jpg,Turkey,TR,40.989417,35.711736,1
705316e9c0224198957a18e6f1f0fe9d.jpg,Turkey,TR,40.086548,28.355228,2
ba0a413bca504d989a520d266e60a5f2.jpg,Turkey,TR,37.986476,30.285999,3
abbabb9ba44c4beb967d12d755348afd.jpg,Turkey,TR,39.566686,27.039999,4
6fc87b751570426ab43da4b33e1487ca.jpg,Turkey,TR,36.567351,36.397881,0
85be0f9aa5134568b5161246fca72f7f.jpg,Turkey,TR,39.558199,43.8849,1
6dec57f6e54d46858c9b88bb314a6a8b.jpg,Turkey,TR,40.397497,26.847992,2
daa6b45f058a4b7ab24141dd78bf9c0c.jpg,Turkey,TR,41.133681,27.858903,3
3a72cd7f3fae4d6097b9d205a9af822f.jpg,Turkey,TR,37.947871,32.533801,4
0d3d4026bde849df9389669d216d446e.jpg,Turkey,TR,38.607953,41.150279,0
3c1177c9595048afa8b38ccd614c03d6.jpg,Turkey,TR,38.33261,26.895814,1
42b3869a8b2a48119eea1f9ff46f5799.jpg,Turkey,TR,38.032097,32.642387,2
b77179a473f84f09887b6c457df3407f.jpg,Turkey,TR,40.275004,27.156026,3
09566f71a066472c8a1489874641403f.jpg,Turkey,TR,41.469507,36.106126,4
0dc41582c308419d9c2247fa71e2ffd1.jpg,Turkey,TR,40.993334,37.875734,0
0e64f3c9307c47faa4413faf92ae2953.jpg,Turkey,TR,39.329365,27.62046,1
80937f683ce6477397ce022c72ac0367.jpg,Turkey,TR,37.202773,40.203163,2
8d064d5419fb474b8c853f49ab6cb863.jpg,Turkey,TR,37.046134,27.439955,3
5cbfd05eb5cb4e8babe0aa85b8842dbf.jpg,Turkey,TR,38.485231,42.295997,4
9e41b0d5eb6d42e4abbcfd16da19d3b5.jpg,Turkey,TR,40.242425,37.956072,0
d6e57964e6c541f1a2b910b64a508fad.jpg,Turkey,TR,38.696322,35.115604,1
ee82f1ded2d94fc59fdfd6b61a2a50fe.jpg,Turkey,TR,39.149782,33.291651,2
dce0c41b2052451494965cc1f0a9fd19.jpg,Turkey,TR,40.614187,43.392593,3
7109df9423c14bcaa34ba83978e0ab24.jpg,Turkey,TR,37.867859,32.49473,4
23d8bf2490324c63a822872b53083e7b.jpg,Turkey,TR,39.01191,36.078934,0
f673ac3e428a44659d1dd4669f998294.jpg,Turkey,TR,39.558915,43.879001,1
4ef8d44ac5a045e09717428b5040d61d.jpg,Turkey,TR,39.589818,44.055451,2
56b09a522cb940dd8db866b9e6f148f8.jpg,Turkey,TR,38.706672,35.454631,3
04e582fc17904e848809409115d074a3.jpg,Turkey,TR,38.271251,40.949277,4
ab4e227946a840cebc2300fcf1dc43fe.jpg,Turkey,TR,38.73468,35.57489,0
76699dbdc15d494db18333ae7ad49e92.jpg,Turkey,TR,39.195827,37.280531,1
b566ad01a3a54b7cabf090a83a776c18.jpg,Turkey,TR,40.938057,38.212405,2
d61f1808e1a44a3f99673644685da897.jpg,Turkey,TR,39.45114,31.440788,3
152a13ef249d4efa95c51ed93f026284.jpg,Turkey,TR,41.324741,27.961821,4
afe7515323034c38b589c7ffa4014085.jpg,Turkey,TR,41.310642,42.834028,0
a85e1ae87e9b4a6198ea6661e8e6866e.jpg,Turkey,TR,41.859552,35.079983,1
ee55b9ebde7245fb84f16ed5077b8dd3.jpg,Turkey,TR,37.533725,36.917944,2
7dba9dd2da9c4ceabcf5c1e8aeb58787.jpg,Turkey,TR,38.982479,33.940907,3
0ef78a91f6ff4a1d98f9aa79a631a7e7.jpg,Turkey,TR,40.991257,39.797712,4
097943d29b294cd0bc4dab8afb128c04.jpg,Turkey,TR,39.227694,33.030882,0
9048da90105b4fcca1ca9f31cbaea2a1.jpg,Turkey,TR,37.916352,27.271414,1
27b4b3f8e05649bba7ecd4e73909f559.jpg,Turkey,TR,37.567868,41.379056,2
a8d35b4c2ee54f849718d80b2d736ce0.jpg,Turkey,TR,38.021646,41.777571,3
29b9edd2b3cb487fa88c7adcc2fd0989.jpg,Turkey,TR,38.754117,33.850617,4
9f9f9f2b640643bf9efb7d48c1beaac8.jpg,Turkey,TR,37.045993,30.621952,0
399eaf98f8af4a5798d178eb7056036f.jpg,Turkey,TR,40.613595,31.281982,1
c08c2a72caf0453fab8faaf24a1f70d9.jpg,Turkey,TR,36.853961,30.917662,2
5ee9502387744542bc1dcbcff4795e61.jpg,Turkey,TR,41.343285,27.45257,3
cc7eb6c93844412cbb0cd189464da276.jpg,Turkey,TR,38.260489,40.958394,4
bd472654755d468a988c571d8d0a8c5f.jpg,Turkey,TR,37.207007,33.067103,0
85a2333d2ccc469c8535ed5b5a1c72ed.jpg,Turkey,TR,37.866998,32.491757,1
8d19d443ce834b8fa5e4cfeba6d4fc88.jpg,Turkey,TR,41.279274,27.466914,2
6e1b467e3aec410db464d029bdac0548.jpg,Turkey,TR,38.593885,36.429589,3
d772e3a3c2724058ba090b17431ea559.jpg,Turkey,TR,37.399629,34.859916,4
74eb6065d5d144cd9748b5dff212dd8c.jpg,Turkey,TR,36.972111,28.698142,0
04a564954b384352aadef83c91724d05.jpg,Turkey,TR,38.492373,28.04968,1
6d002a2b6b644445ae9ac0d9bf9447b6.jpg,Turkey,TR,39.556003,40.040502,2
a605b4648d53413f8fad887f8c04acc5.jpg,Turkey,TR,40.144092,26.378509,3
5496a2b8176d49089f78c41a02781261.jpg,Turkey,TR,36.642992,29.310465,4
